Title,Username,Review,clean_review,translated_review,final_review
A’moss,Junsui Yuri,"Very nice place, I personally like it very much.  But it is best not to go beyond the night when you check in, because there are no street lights at night, and the whole road is dark, narrow and dangerous.  Surprisingly, there is no …",very nice place i personally like it very much but it is best not to go beyond the night when you check in because there are no street lights at night and the whole road is dark narrow and dangerous surprisingly there is no …,very nice place i personally like it very much but it is best not to go beyond the night when you check in because there are no street lights at night and the whole road is dark narrow and dangerous surprisingly there is no …,very nice place i personally like it very much but it is best not to go beyond the night when you check in because there are no street lights at night and the whole road is dark narrow and dangerous surprisingly there is no …
A’moss,NUR AFIFAH,Had one of the best time here. It is very peaceful. The place has lots of thatt uhmm small flies but its bareable. The staff and the owner was so helpful. U do need to bring all foods and drinks on your own though (like 3in1 and food) cause …,had one of the best time here it is very peaceful the place has lots of thatt uhmm small flies but its bareable the staff and the owner was so helpful u do need to bring all foods and drinks on your own though like in and food cause …,had one of the best time here it is very peaceful the place has lots of thatt uhmm small flies but its bareable the staff and the owner was so helpful u do need to bring all foods and drinks on your own though like in and food cause …,had one of the best time here it is very peaceful the place has lots of thatt uhmm small flies but its bareable the staff and the owner was so helpful u do need to bring all foods and drinks on your own though like in and food cause …
A’moss,NR,"Room : Neat and tidy, comfortable, super cold. Anyway the best part is the view❤️ …",room neat and tidy comfortable super cold anyway the best part is the view …,room neat and tidy comfortable super cold anyway the best part is the view …,room neat and tidy comfortable super cold anyway the best part is the view …
A’moss,Someone,"The view was absolutely stunning and surrounded by lush greenery and misty mountains, it’s the perfect place to enjoy the cool weather and take in the natural beauty of the Boh tea plantation. One of the highlights was the chance to enjoy a …",the view was absolutely stunning and surrounded by lush greenery and misty mountains it’s the perfect place to enjoy the cool weather and take in the natural beauty of the boh tea plantation one of the highlights was the chance to enjoy a …,the view was absolutely stunning and surrounded by lush greenery and misty mountains it’s the perfect place to enjoy the cool weather and take in the natural beauty of the boh tea plantation one of the highlights was the chance to enjoy a …,the view was absolutely stunning and surrounded by lush greenery and misty mountains it’s the perfect place to enjoy the cool weather and take in the natural beauty of the boh tea plantation one of the highlights was the chance to enjoy a …
A’moss,21-jl-9,"Untuk makluman pemilik penginapan adalah bukan Muslim, ada juga pelancong bawa haiwan peliharaan mereka paham sendiri laaa ke lokasi ni. Mesti tak samak selepas itu.. sekian . Pilihan di tangan anda …",untuk makluman pemilik penginapan adalah bukan muslim ada juga pelancong bawa haiwan peliharaan mereka paham sendiri laaa ke lokasi ni mesti tak samak selepas itu sekian pilihan di tangan anda …,"For information, the owner of the accommodation is not a Muslim. There are also tourists who bring their pets to this location. You must not tan after that. There are so many options in your hands...","For information, the owner of the accommodation is not a Muslim. There are also tourists who bring their pets to this location. You must not tan after that. There are so many options in your hands..."
A’moss,Shushi Sean,"Bad experience I been in here on the day we checkin the owner call and we really shock that he with the hard voice from the phone yelling and very rude, for 1st time that we have been stay a lot of places before never been get rude owner... …",bad experience i been in here on the day we checkin the owner call and we really shock that he with the hard voice from the phone yelling and very rude for st time that we have been stay a lot of places before never been get rude owner …,bad experience i been in here on the day we checkin the owner call and we really shock that he with the hard voice from the phone yelling and very rude for st time that we have been stay a lot of places before never been get rude owner …,bad experience i been in here on the day we checkin the owner call and we really shock that he with the hard voice from the phone yelling and very rude for st time that we have been stay a lot of places before never been get rude owner …
A’moss,Norhaslin Noh,The road leading there is too narrow and one way. Hope more safety features could be added for those driving in. …,the road leading there is too narrow and one way hope more safety features could be added for those driving in …,the road leading there is too narrow and one way hope more safety features could be added for those driving in …,the road leading there is too narrow and one way hope more safety features could be added for those driving in …
A’moss,Saranya Rajan,Stayed here 3D2NThe rooms are clean and very well design …,stayed here dnthe rooms are clean and very well design …,stayed here dnthe rooms are clean and very well design …,stayed here dnthe rooms are clean and very well design …
A’moss,Ooi Rai Ney,It’s a nice get away from the city. It’s worth to stay but there is a few tips to take note: …,it’s a nice get away from the city it’s worth to stay but there is a few tips to take note …,it’s a nice get away from the city it’s worth to stay but there is a few tips to take note …,it’s a nice get away from the city it’s worth to stay but there is a few tips to take note …
A’moss,ng yao,"The amenities are insufficient,not working, and old, cannot even fulfill basic, no detergent provided, had to keep request.  Water filter spoil. No proper cover at open air lodging to pull out if rain. Platform unstable, causes our cutlery …",the amenities are insufficientnot working and old cannot even fulfill basic no detergent provided had to keep request water filter spoil no proper cover at open air lodging to pull out if rain platform unstable causes our cutlery …,the amenities are insufficientnot working and old cannot even fulfill basic no detergent provided had to keep request water filter spoil no proper cover at open air lodging to pull out if rain platform unstable causes our cutlery …,the amenities are insufficientnot working and old cannot even fulfill basic no detergent provided had to keep request water filter spoil no proper cover at open air lodging to pull out if rain platform unstable causes our cutlery …
A’moss,JC,"A fantastic place to go when you want to get away from the bustling city life. Amoss let's you have that peaceful experience where you're out amongst the land, feeling free from emails and phone calls and Neverending work. The staff is …",a fantastic place to go when you want to get away from the bustling city life amoss lets you have that peaceful experience where youre out amongst the land feeling free from emails and phone calls and neverending work the staff is …,a fantastic place to go when you want to get away from the bustling city life amoss lets you have that peaceful experience where youre out amongst the land feeling free from emails and phone calls and neverending work the staff is …,a fantastic place to go when you want to get away from the bustling city life amoss lets you have that peaceful experience where youre out amongst the land feeling free from emails and phone calls and neverending work the staff is …
A’moss,Take 5 Asia,"Glad i found this hidden gemThe rooms were clean, cozy, and had a charming rustic feel. Loved the little details like the outdoor seating spots and the farm added to the whole experience. The hosts were incredibly hospitable and made sure we were comfortable throughout our stay.Highly recommend this farmstay if you’re looking to unwind, slow down, and enjoy the simple joys of nature. Can’t wait to come back!I TRULY CANT WAIT FOR MY NEXT STAY",glad i found this hidden gemthe rooms were clean cozy and had a charming rustic feel loved the little details like the outdoor seating spots and the farm added to the whole experience the hosts were incredibly hospitable and made sure we were comfortable throughout our stayhighly recommend this farmstay if you’re looking to unwind slow down and enjoy the simple joys of nature can’t wait to come backi truly cant wait for my next stay,glad i found this hidden gemthe rooms were clean cozy and had a charming rustic feel loved the little details like the outdoor seating spots and the farm added to the whole experience the hosts were incredibly hospitable and made sure we were comfortable throughout our stayhighly recommend this farmstay if you’re looking to unwind slow down and enjoy the simple joys of nature can’t wait to come backi truly cant wait for my next stay,glad i found this hidden gemthe rooms were clean cozy and had a charming rustic feel loved the little details like the outdoor seating spots and the farm added to the whole experience the hosts were incredibly hospitable and made sure we were comfortable throughout our stayhighly recommend this farmstay if you’re looking to unwind slow down and enjoy the simple joys of nature can’t wait to come backi truly cant wait for my next stay
A’moss,Bernice Laurie,"Good design of the dorms, get ready for the amount of flies due to its location is in the farm, really alot even inside room and toilets they are everywhere.Kitchen with almost zero equipment so we have to prepare ourself, no charcoal bbq is allow.Staffs cant communicate well in english and it may take times for owner to reply if you hv enquiry.",good design of the dorms get ready for the amount of flies due to its location is in the farm really alot even inside room and toilets they are everywherekitchen with almost zero equipment so we have to prepare ourself no charcoal bbq is allowstaffs cant communicate well in english and it may take times for owner to reply if you hv enquiry,good design of the dorms get ready for the amount of flies due to its location is in the farm really alot even inside room and toilets they are everywherekitchen with almost zero equipment so we have to prepare ourself no charcoal bbq is allowstaffs cant communicate well in english and it may take times for owner to reply if you hv enquiry,good design of the dorms get ready for the amount of flies due to its location is in the farm really alot even inside room and toilets they are everywherekitchen with almost zero equipment so we have to prepare ourself no charcoal bbq is allowstaffs cant communicate well in english and it may take times for owner to reply if you hv enquiry
A’moss,Hidayah Ramli,"Rather remote, good if you want to avoid crowd. Rate 1 star as there was no proper signage, and you need to drive through a single lane to get in/out.Good for glamping, BYOF",rather remote good if you want to avoid crowd rate star as there was no proper signage and you need to drive through a single lane to get inoutgood for glamping byof,rather remote good if you want to avoid crowd rate star as there was no proper signage and you need to drive through a single lane to get inoutgood for glamping byof,rather remote good if you want to avoid crowd rate star as there was no proper signage and you need to drive through a single lane to get inoutgood for glamping byof
A’moss,Adnan Alghamdi,"The glass dome, bedsheets were badly stained, windows were dirty. Service was alright. Location a bit inconvenience however the scenery was beautiful. The switch to the curtains and the beds can be improved. Water heater is also not very strong. It is not warm enough for Cameron weather. If the above are met, then it is value for money. Otherwise it is quite expensive.The reply ; from property ; that it was not there when we check in hence it was suggested that the stained was from the guests. What a way to reply!!",the glass dome bedsheets were badly stained windows were dirty service was alright location a bit inconvenience however the scenery was beautiful the switch to the curtains and the beds can be improved water heater is also not very strong it is not warm enough for cameron weather if the above are met then it is value for money otherwise it is quite expensivethe reply from property that it was not there when we check in hence it was suggested that the stained was from the guests what a way to reply,the glass dome bedsheets were badly stained windows were dirty service was alright location a bit inconvenience however the scenery was beautiful the switch to the curtains and the beds can be improved water heater is also not very strong it is not warm enough for cameron weather if the above are met then it is value for money otherwise it is quite expensivethe reply from property that it was not there when we check in hence it was suggested that the stained was from the guests what a way to reply,the glass dome bedsheets were badly stained windows were dirty service was alright location a bit inconvenience however the scenery was beautiful the switch to the curtains and the beds can be improved water heater is also not very strong it is not warm enough for cameron weather if the above are met then it is value for money otherwise it is quite expensivethe reply from property that it was not there when we check in hence it was suggested that the stained was from the guests what a way to reply
A’moss,malar 27,"The stay was great, view was amazing, and the unit was very comfortable.The StaffUbjolHassanAminourWere very helpful, respectful and accomodating.",the stay was great view was amazing and the unit was very comfortablethe staffubjolhassanaminourwere very helpful respectful and accomodating,the stay was great view was amazing and the unit was very comfortablethe staffubjolhassanaminourwere very helpful respectful and accomodating,the stay was great view was amazing and the unit was very comfortablethe staffubjolhassanaminourwere very helpful respectful and accomodating
A’moss,Shahirah Samsudin,"It was my 4th visit here, I have try all of their room type except the latest piramid, sold out due to last minute booking. Not really happy for this stay, RM70 steamboat for 2pax all were fishball. As their website were hang when we are making the same day booking and processing payment, contact owner to ask the availability and he offer RM50 cheaper from the website but the payment has been deducted by the time the website finish loading. Ask owner if he could still give us the rate RM250 he turned us down. As a customer, it would be happy if he complimentary your customer a dinner or whatsoever. U make your loyalty customer sad🙁",it was my th visit here i have try all of their room type except the latest piramid sold out due to last minute booking not really happy for this stay rm steamboat for pax all were fishball as their website were hang when we are making the same day booking and processing payment contact owner to ask the availability and he offer rm cheaper from the website but the payment has been deducted by the time the website finish loading ask owner if he could still give us the rate rm he turned us down as a customer it would be happy if he complimentary your customer a dinner or whatsoever u make your loyalty customer sad,it was my th visit here i have try all of their room type except the latest piramid sold out due to last minute booking not really happy for this stay rm steamboat for pax all were fishball as their website were hang when we are making the same day booking and processing payment contact owner to ask the availability and he offer rm cheaper from the website but the payment has been deducted by the time the website finish loading ask owner if he could still give us the rate rm he turned us down as a customer it would be happy if he complimentary your customer a dinner or whatsoever u make your loyalty customer sad,it was my th visit here i have try all of their room type except the latest piramid sold out due to last minute booking not really happy for this stay rm steamboat for pax all were fishball as their website were hang when we are making the same day booking and processing payment contact owner to ask the availability and he offer rm cheaper from the website but the payment has been deducted by the time the website finish loading ask owner if he could still give us the rate rm he turned us down as a customer it would be happy if he complimentary your customer a dinner or whatsoever u make your loyalty customer sad
A’moss,Maulidatul ummuh Ida,"Tempat memang best gila, alhamdulillah puas hati and service memang cun🥰 siap angkatkan barang, order minum siap hantar depan pintu. Inshaallah ada rezeki lagi mai sini lagi, xnak cari tempat lain dah😍❤️(Translated by Google)The place is really great, thank God I'm satisfied and the service is really good🥰 ready to pick up the goods, order a drink and have it delivered to your door. Inshaallah I will have more luck and come here again, I don't want to look for another place anymore😍❤️",tempat memang best gila alhamdulillah puas hati and service memang cun siap angkatkan barang order minum siap hantar depan pintu inshaallah ada rezeki lagi mai sini lagi xnak cari tempat lain dahtranslated by googlethe place is really great thank god im satisfied and the service is really good ready to pick up the goods order a drink and have it delivered to your door inshaallah i will have more luck and come here again i dont want to look for another place anymore,tempat memang best gila alhamdulillah puas hati and service memang cun siap angkatkan barang order minum siap hantar depan pintu inshaallah ada rezeki lagi mai sini lagi xnak cari tempat lain dahtranslated by googlethe place is really great thank god im satisfied and the service is really good ready to pick up the goods order a drink and have it delivered to your door inshaallah i will have more luck and come here again i dont want to look for another place anymore,tempat memang best gila alhamdulillah puas hati and service memang cun siap angkatkan barang order minum siap hantar depan pintu inshaallah ada rezeki lagi mai sini lagi xnak cari tempat lain dahtranslated by googlethe place is really great thank god im satisfied and the service is really good ready to pick up the goods order a drink and have it delivered to your door inshaallah i will have more luck and come here again i dont want to look for another place anymore
A’moss,contact .t,"Toilet a bit dim but still acceptable. Dome 1 and 2 only can fit 3 pax maximum, Dome 3 can stay 4 pax maximum. But this only will be mentioned before check in, suggest to ask more questions before you book. Customer service is slow, only valid for WhatsApp, was trying to call but unreachable.Will have some fly during breakfast time (outside of dome). No streetlight to the way to A’moss, and only 1 way for enter and exit.Overall experience still okay, cold and nice to snap photos.",toilet a bit dim but still acceptable dome and only can fit pax maximum dome can stay pax maximum but this only will be mentioned before check in suggest to ask more questions before you book customer service is slow only valid for whatsapp was trying to call but unreachablewill have some fly during breakfast time outside of dome no streetlight to the way to a’moss and only way for enter and exitoverall experience still okay cold and nice to snap photos,toilet a bit dim but still acceptable dome and only can fit pax maximum dome can stay pax maximum but this only will be mentioned before check in suggest to ask more questions before you book customer service is slow only valid for whatsapp was trying to call but unreachablewill have some fly during breakfast time outside of dome no streetlight to the way to a’moss and only way for enter and exitoverall experience still okay cold and nice to snap photos,toilet a bit dim but still acceptable dome and only can fit pax maximum dome can stay pax maximum but this only will be mentioned before check in suggest to ask more questions before you book customer service is slow only valid for whatsapp was trying to call but unreachablewill have some fly during breakfast time outside of dome no streetlight to the way to a’moss and only way for enter and exitoverall experience still okay cold and nice to snap photos
A’moss,Clifford Goh,We stayed at the glass cabin and the caravan for 2 nights. Each accommodates 2 pax. Facilities were well maintained and clean. Nice hot water for showers. Comfortable beds. The Carvan comes with AC cum heater. Both have ensuite bathroom and toilet. Fridge and all cooking utensils are provided. Just bring food to cook. There are flies during the day but tolerable. They disappear after 5-6pm. Windy and no mosquitoes at night. Roadway can accommodate 8 seater MPV. Host and workers are responsive. Enjoyable stay. RECOMMENDED.,we stayed at the glass cabin and the caravan for nights each accommodates pax facilities were well maintained and clean nice hot water for showers comfortable beds the carvan comes with ac cum heater both have ensuite bathroom and toilet fridge and all cooking utensils are provided just bring food to cook there are flies during the day but tolerable they disappear after pm windy and no mosquitoes at night roadway can accommodate seater mpv host and workers are responsive enjoyable stay recommended,we stayed at the glass cabin and the caravan for nights each accommodates pax facilities were well maintained and clean nice hot water for showers comfortable beds the carvan comes with ac cum heater both have ensuite bathroom and toilet fridge and all cooking utensils are provided just bring food to cook there are flies during the day but tolerable they disappear after pm windy and no mosquitoes at night roadway can accommodate seater mpv host and workers are responsive enjoyable stay recommended,we stayed at the glass cabin and the caravan for nights each accommodates pax facilities were well maintained and clean nice hot water for showers comfortable beds the carvan comes with ac cum heater both have ensuite bathroom and toilet fridge and all cooking utensils are provided just bring food to cook there are flies during the day but tolerable they disappear after pm windy and no mosquitoes at night roadway can accommodate seater mpv host and workers are responsive enjoyable stay recommended
A’moss,meor shaharuddin,"Stayed in the glass house. The view and location is great, cold. But they're lot of flies. And the glass is not properly maintained. The glass is not cleaned properly. Steamboat is not recommended. They provided an aircond in the glass …",stayed in the glass house the view and location is great cold but theyre lot of flies and the glass is not properly maintained the glass is not cleaned properly steamboat is not recommended they provided an aircond in the glass …,stayed in the glass house the view and location is great cold but theyre lot of flies and the glass is not properly maintained the glass is not cleaned properly steamboat is not recommended they provided an aircond in the glass …,stayed in the glass house the view and location is great cold but theyre lot of flies and the glass is not properly maintained the glass is not cleaned properly steamboat is not recommended they provided an aircond in the glass …
A’moss,Xy Leong,"For who that love nature. Really recommended, we choose dome 2 for our Last-day honeymoon stay, really satisfied, from the view , the place, the service, we sure will come again for glasses dome,  if you don’t bring any food for dinner, …",for who that love nature really recommended we choose dome for our lastday honeymoon stay really satisfied from the view the place the service we sure will come again for glasses dome if you don’t bring any food for dinner …,for who that love nature really recommended we choose dome for our lastday honeymoon stay really satisfied from the view the place the service we sure will come again for glasses dome if you don’t bring any food for dinner …,for who that love nature really recommended we choose dome for our lastday honeymoon stay really satisfied from the view the place the service we sure will come again for glasses dome if you don’t bring any food for dinner …
A’moss,Muaz Yunos,"Amazing Stay at A’moss Farmstay – Even Better the Second Time!This is my second time staying at Amoss Farm Stay, and I must say they have …",amazing stay at a’moss farmstay – even better the second timethis is my second time staying at amoss farm stay and i must say they have …,amazing stay at a’moss farmstay – even better the second timethis is my second time staying at amoss farm stay and i must say they have …,amazing stay at a’moss farmstay – even better the second timethis is my second time staying at amoss farm stay and i must say they have …
A’moss,raja mohar,Great atmosphere awesome place.Most importantly their service staff is very professional and customer oriented.,great atmosphere awesome placemost importantly their service staff is very professional and customer oriented,great atmosphere awesome placemost importantly their service staff is very professional and customer oriented,great atmosphere awesome placemost importantly their service staff is very professional and customer oriented
A’moss,Jee Onn Mah,"3/2/25 haritu saya sambut anniversary 1 tahun perkahwinan, bilik cantik tempat sangat tenang. harini tergerak hati nk review sebab saya lupa nk review dari haritu. hahaha , nak pergi ke tempat ni agak susah sikit tapi bila da sampai puas …",haritu saya sambut anniversary tahun perkahwinan bilik cantik tempat sangat tenang harini tergerak hati nk review sebab saya lupa nk review dari haritu hahaha nak pergi ke tempat ni agak susah sikit tapi bila da sampai puas …,"That day I celebrated my wedding anniversary, the room was beautiful, the place was very quiet, today I was moved to review it because I forgot to review it from that day hahaha, going to this place is a bit difficult, but when I am satisfied...","That day I celebrated my wedding anniversary, the room was beautiful, the place was very quiet, today I was moved to review it because I forgot to review it from that day hahaha, going to this place is a bit difficult, but when I am satisfied..."
A’moss,Mooi weng hou,Have a lovely stayed last week. You can really relax and enjoy the view. Only cons is the drive up to the Darmstadt that mayb challenging especially if it is the peak period. Another spoiler is that the sun rise and sun set view is blocked …,have a lovely stayed last week you can really relax and enjoy the view only cons is the drive up to the darmstadt that mayb challenging especially if it is the peak period another spoiler is that the sun rise and sun set view is blocked …,have a lovely stayed last week you can really relax and enjoy the view only cons is the drive up to the darmstadt that mayb challenging especially if it is the peak period another spoiler is that the sun rise and sun set view is blocked …,have a lovely stayed last week you can really relax and enjoy the view only cons is the drive up to the darmstadt that mayb challenging especially if it is the peak period another spoiler is that the sun rise and sun set view is blocked …
A’moss,Sue Anne Tan,"Amazing place!!! The air was fresh and cool, the scenery was great!! The owner was friendly and helpful, and there was a swing and nice farm. It was beautiful and charming. Also please note that there are some steep mountain roads before …",amazing place the air was fresh and cool the scenery was great the owner was friendly and helpful and there was a swing and nice farm it was beautiful and charming also please note that there are some steep mountain roads before …,amazing place the air was fresh and cool the scenery was great the owner was friendly and helpful and there was a swing and nice farm it was beautiful and charming also please note that there are some steep mountain roads before …,amazing place the air was fresh and cool the scenery was great the owner was friendly and helpful and there was a swing and nice farm it was beautiful and charming also please note that there are some steep mountain roads before …
A’moss,qstna r00,"This location is magnificent beyond words! My friend and I had the best time ever when we came together. Perfect glamping location, well worth the money spent, stunning scenery, peace and quiet was what we experienced. …",this location is magnificent beyond words my friend and i had the best time ever when we came together perfect glamping location well worth the money spent stunning scenery peace and quiet was what we experienced …,this location is magnificent beyond words my friend and i had the best time ever when we came together perfect glamping location well worth the money spent stunning scenery peace and quiet was what we experienced …,this location is magnificent beyond words my friend and i had the best time ever when we came together perfect glamping location well worth the money spent stunning scenery peace and quiet was what we experienced …
